Severity_Score,PLVAP,ESM1,CD93,COL4A1,COL4A2,HSPG2,PXDN,MKI67,TOP2A,VEGFA,ANGPT2,CLDN5,MFSD2A,SLC2A1,ABCG2,BSG,CD320,SLC38A5,CDH5,VWF,CD74,HLA-DRA,HLA-DRB1,HLA-DPA1,SOX17,ETS1,LEF1,TCF7,MYC
0.0,2.3500474455318e-08,0.08653911640491874,3.4670882206875495,2.1451556927917226,3.8980779021012095,2.810671656053845,0.3850273397864683,-6.139645458702603e-09,0.023078973300877603,-3.4637561707739906e-09,3.6231765538965783,9.448651937299697,7.426510756436981,8.437368200093928,7.667461034640606,8.131156503490102,7.084494988200799,7.674172841689295,4.608750839273004,6.26848798514902,5.518901912611626,5.3063348226637945,5.2650955843459375,5.4708947743411205,4.934360990256943,4.225654905591467,4.591950270955914,1.4302625511554519,2.023544086189956
0.01010101,0.24279377340279007,0.05548301604603689,3.488533101307813,2.256018847841225,3.927345923285575,2.851847356595691,0.490010562502031,0.016472450736431887,0.013137330214582965,-0.005911481364653248,3.2539620303134833,9.320963336307788,6.686092989226141,7.580732972327674,6.892062892180521,7.9612761864602835,6.770590657195341,6.92414810351676,4.496020801373751,6.374934043436479,5.445737609627224,5.454012853946826,5.204474151284594,5.336575698346323,4.60698528393676,4.120604307890919,4.126317927533236,1.2968800929400999,1.9101463708086615
0.02020202,0.4855871814470425,0.024426915687154827,3.5099781158154886,2.366882002890727,3.956613864670336,2.893023057137537,0.5949935234799701,0.03294483026613715,0.003195687128288327,-0.011823041974795778,2.8847475262892357,9.193274861554878,5.94567559832568,6.724097744561421,6.116664941970928,7.791396001561069,6.4566862034931685,6.174123365344228,4.383290763474499,6.481380101723939,5.372573342328061,5.601690885229857,5.143852750648568,5.202256622351524,4.27960970328738,4.015553710190371,3.660685584110558,1.1634976347247479,1.7967485392033153
0.030303031,0.7283809313493581,-0.006629056921417131,3.5314229964357526,2.477745157940229,3.985881885854702,2.9341986122531223,0.6999767461955329,0.049417287142214494,-0.006745955958006311,-0.017734519875692856,2.5155329635884445,9.065586260562968,5.2052576429596495,5.867462322511616,5.3412667995108425,7.621515816661855,6.142781811139352,5.424098627171693,4.270560725575247,6.587826178276962,5.299409039343659,5.749368932263036,5.083231350012542,5.067937514334425,3.9522340598025982,3.9105030980798885,3.1950531162261226,1.0301151573140102,1.683350823822021
0.04040404,0.9711743393936105,-0.03768515728029875,3.552868010943428,2.5886081677314485,4.015149827239463,2.975374312794968,0.8049598380422833,0.06588966667191976,-0.01668768956771216,-0.023645997776589933,2.146318479123045,8.937897785810057,4.464840252059189,5.010827289028914,4.565868849301249,7.451635499632037,5.828877541482252,4.674074080387172,4.157830687675995,6.694272218298858,5.226244772044496,5.89704694779592,5.022609884525882,4.933618470361928,3.6248584163178164,3.8054525147892746,2.7294208972652014,0.8967327182940439,1.5699529922166748
0.05050505,1.2139679183668943,-0.06874125763918082,3.574312891563692,2.699471322780951,4.044417848423828,3.016550013336814,0.9099429298890342,0.0823621235479971,-0.0266293326540068,-0.029557558386732463,1.7771039946576455,8.810209247937648,3.724422673003539,4.154192255546212,3.790471091342148,7.2817553147328224,5.514973210476795,3.92404953360265,4.0451006847834945,6.8007182948518805,5.153080469060094,6.044724931828508,4.961988548740491,4.79929939436713,3.2974828356684354,3.700401974728464,2.2637885538425233,0.7633502792740776,1.4565552768353804
0.060606062,1.45676166826921,-0.09979735799806289,3.5957577721839558,2.8103344778304526,4.073685789808589,3.0577257138786598,1.0149261526045967,0.09883458042407445,-0.03657097574030144,-0.03546903628762954,1.4078892754860708,8.682520646945738,2.984004529482318,3.297556444929305,3.0150725643810783,7.111874997703005,5.201068634077906,3.174024412654093,3.93237061187749,6.907164371404903,5.079916166075693,6.192403041862279,4.901367083253831,4.664980254327731,2.970107129348253,3.595351304978244,1.7981559614963307,0.6299677634725687,1.3431575614540863
0.07070707,1.6995550763134624,-0.13085333060663462,3.6172027866916316,2.921197487621672,4.102953810992956,3.0989012689942452,1.1199091135825354,0.11530695995377971,-0.046512618826596075,-0.04138051418852662,1.0386750257268464,8.554832235312325,2.243587514892238,2.440921800013705,2.2396751909229615,6.941994812803791,4.887164425769163,2.424000057257583,3.819640678998494,7.013610411426799,5.00675186309129,6.340080962894276,4.840745747468439,4.530661242377533,2.642731800040476,3.4903008081472366,1.3325241159206815,0.4965854012341451,1.2297598460727919
0.08080808,1.9423486552867464,-0.1619094309655167,3.6386476673118953,3.0320606426711745,4.132221832177321,3.140076969536091,1.2248923362980981,0.13177941682985705,-0.05645426191289071,-0.04729207479866915,0.6694603065552718,8.427143634320416,1.5031697476813974,1.5842863779639007,1.464276663961892,6.772114495773973,4.573260094763705,1.67397531908505,3.706910536078986,7.120056414917569,4.933587560106889,6.487759072928046,4.780124281981779,4.396342166382735,2.3153558423786893,3.385250138397016,0.866891523574489,0.3632028470418647,1.1163620144674458
0.09090909,2.1851424051890618,-0.1929655313243983,3.6600926818195707,3.1429239429789595,4.161489773562082,3.181252670077937,1.3298754281448488,0.1482517963595622,-0.06639590499918535,-0.05320355269956645,0.3002455873836971,8.299455033328506,0.7627516041601767,0.727650567346994,0.6888781370008221,6.602234178744155,4.259355518364817,0.9239498153604688,3.5941804631729815,7.2265025645328445,4.860423257122487,6.635437119961225,4.719502816495119,4.262022962298736,1.9879801360585068,3.2801995262865336,0.40125918015181083,0.2298204080218984,1.0029641828620997
0.1010101,2.414046632914164,-0.22014338777256492,3.6793649714100916,3.2487655191920393,4.184385477119668,3.2189555188062164,1.4331311825421509,0.17374353634529127,-0.06236489750872165,-0.04853263077135206,-0.032726117187229065,8.168188124802594,0.08773733363295344,-0.047242381982714576,-0.022558266722092046,6.43203225582521,3.96988267995237,0.240364277188998,3.484225025427028,7.30768765942527,4.80260617611741,6.7671942876767055,4.670676449313502,4.139592357452086,1.6868175996178192,3.1787860392591956,-0.017401793934247234,0.11115583901999737,0.912419835249048
0.11111111,2.517947981373367,-0.21241653802305205,3.6790841425640393,3.3094141932018624,4.14992984323861,3.2254028466386595,1.5208405072879778,0.2804088243178847,0.06742077988326778,0.05138071671131961,-0.03951225506015499,8.00471490204292,0.0013507701544863693,-0.0864589053380973,-0.15834709633113553,6.25893396401037,3.90029290678688,0.15472694571480972,3.399240043878456,7.161523700185569,4.882913807444353,6.7556635415329005,4.72800492926713,4.124157480581969,1.6215715813597575,3.110106274501992,-0.013319946143693695,0.12495302155919552,1.027557192238804
0.121212125,2.6218493298325702,-0.20468994377415894,3.678803313717987,3.3700627219534027,4.115474289157156,3.231850101757972,1.6085498320338047,0.3870741896368505,0.1972064572752571,0.15129398148474582,-0.046298392933081356,7.841241710842996,-0.08503541701360096,-0.1256750401263771,-0.29413554143919507,6.085835672195531,3.8307031336213897,0.06908923146459767,3.3142551323433875,7.01535981400812,4.963221438771297,6.7441327953890955,4.785333409220758,4.108722603711851,1.5563256887724979,3.0414265097447886,-0.009238098353139712,0.13875020409839367,1.1426945492285603
0.13131313,2.7257505073627413,-0.19696309402464562,3.678522484871935,3.4307112507049435,4.081018735075703,3.238297429590415,1.6962591567796317,0.49373940026307184,0.3269920441438354,0.2512071635489266,-0.05308484374757372,7.67776864588207,-0.17142160418168828,-0.16489117491465688,-0.4299239865472546,5.912737545543945,3.7611134831526143,-0.016548482785614826,3.2292702208083193,6.869195964361797,5.0435290700982405,6.73260204924529,4.842661889174385,4.0932877268417345,1.4910797961852382,2.9727467449875853,-0.005156250562586173,0.15254730985604914,1.2578317899942644
0.14141414,2.829651770357428,-0.18923649977575296,3.6782416560258833,3.491359779456484,4.046563180994249,3.2447447574228576,1.7839684815254586,0.6004046495624793,0.45677763101241375,0.3511204283223528,-0.059870981620500086,7.514295549361395,-0.25780816766015535,-0.20410730970293667,-0.5657124316553142,5.739639352827059,3.691523832683839,-0.10218581425980311,3.144285309273251,6.723032114715475,5.1238367014251835,6.721071303101484,4.899990369128013,4.077852849971617,1.4258339035979786,2.9040670378701194,-0.0010744027720326343,0.1663444923952473,1.3729690307599687
0.15151516,2.933553118816631,-0.18150965002623964,3.677960827179831,3.552008453466307,4.012107547113191,3.2511920852553002,1.8716779371400976,0.7070700922278171,0.5865634441895196,0.4510338171596472,-0.06665743243499245,7.3508221688029725,-0.3441943548282427,-0.24332344449121646,-0.7015012612643576,5.566540928881615,3.6219339368216334,-0.18782352851001516,3.059300257711175,6.5768680093512675,5.204144404122604,6.709540556957679,4.9573189139322755,4.0624179731015,1.360587759669115,2.8353872154731787,0.0030074450185213486,0.18014167493444555,1.4881063877497247
0.16161616,3.0374543818113184,-0.17378305577734654,3.6776799983337787,3.612656982217848,3.977651993031737,3.257639340374613,1.9593872618859245,0.8137353415272246,0.7163489857963925,0.5509469992238278,-0.07344357030791882,7.187349103842047,-0.43058054199633,-0.28253957927949624,-0.8372897063724172,5.393442769197379,3.5523442863528585,-0.27346124276022765,2.974315346176107,6.4307042692983245,5.28445196407907,6.698009810813873,5.0146473938859035,4.046983096231383,1.2953419927526573,2.766707508355713,0.0070892928090748875,0.1939387806921009,1.603243628515429
0.17171717,3.1413556448060054,-0.16605620602783366,3.6773991025440207,3.6733055109693886,3.9431964389502836,3.2640866682070557,2.0470965866317514,0.9204006294998182,0.8461345726649708,0.6508602226426314,-0.08023002112241118,7.023875975761622,-0.5169671054747975,-0.3217561026348781,-0.9730781514804767,5.22034454344784,3.482754513187368,-0.3590985742344164,2.889330434641039,6.284540383120875,5.364759595406013,6.686479064670068,5.071975841414213,4.031548219361265,1.2300959744945956,2.698027801238247,0.011171140599628426,0.20773596323129917,1.718380869281133
0.18181819,3.245257078729724,-0.15832961177894056,3.6771182736979693,3.7339541849792117,3.9087408050692254,3.2705339960394983,2.13480604224639,1.0270659948187837,0.9759203405803711,0.7507736528345486,-0.08701615899533754,6.860402658322699,-0.6033536689532646,-0.36097223742315787,-1.1088669810895202,5.047246185567699,3.4131647400218776,-0.44473628848462843,2.804345383078963,6.138376277756668,5.445067298103433,6.674948318526262,5.129304386218476,4.016113342491148,1.1648499562365342,2.629347978841306,0.01525298839018241,0.22153306898895453,1.8335182262708891
0.1919192,3.349158256259895,-0.15060276202942768,3.676837444851917,3.794602713730752,3.8742852509877714,3.2769813238719414,2.222515366992217,1.1337312827913772,1.1057059274489496,0.8506868348987292,-0.0938026098098299,6.696929593361773,-0.6897398561213519,-0.40018837221143766,-1.2446554261975797,4.874148091948765,3.343574966856387,-0.5303740027348405,2.7193604715438946,5.9922125377037245,5.525374858059899,6.663417572382457,5.186632866172103,4.00067846562103,1.0996041893200763,2.5606682717238405,0.019335085104250194,0.2353302515281528,1.9486554670365934
0.2020202,3.426423733727883,-0.12838263961140317,3.6815666829518805,3.847560687957689,3.838125975347827,3.2822812385091398,2.299342491980279,1.2148706630183461,1.2150082106884679,0.9318943079134484,-0.07051068194522259,6.554783723536481,-0.7277633858586547,-0.37931143894510466,-1.303900491360427,4.72477854064412,3.3036744859162708,-0.5627446055146081,2.649697595259042,5.845637128387315,5.598282655548506,6.644359767644368,5.245865847142734,3.9909244088821,1.0647270230178485,2.5095171546530404,0.05067256419001609,0.25268879236376385,2.060951087845985
0.21212122,3.397145599034236,-0.04818878776778268,3.706336255779613,3.86975637145707,3.7951515740751045,3.2829915003653594,2.3326408833716874,1.1939063735896296,1.2423770417877928,0.9382785311840943,0.07309476063578524,6.497946886731721,-0.5723344043209213,-0.11806067919190966,-1.0569701142375005,4.670324083510861,3.382531664664511,-0.3820475279646476,2.6413228599750505,5.697415334266048,5.641591171211627,6.595193224524419,5.312717026733277,4.003893824801719,1.1513265212469737,2.5284808588868053,0.19103381307420175,0.2842927663850269,2.1618802288301264
0.22222222,3.3678675070728468,0.032004936325528144,3.731105828607345,3.891952054956451,3.7521771728023814,3.2837018349347096,2.3659392093286895,1.1729421034975063,1.269745821967699,0.9446627544547401,0.21670020321679306,6.441110176165958,-0.4169057990935672,0.1431896919941833,-0.8100405061165437,4.615869626377603,3.4613887207160365,-0.20135045041468658,2.632948124691059,5.549193722800414,5.684899633346891,6.546026807405651,5.379568109047868,4.016863240721338,1.237925642463693,2.547444447841095,0.3313945641113585,0.31589681718783247,2.26280919547819
0.23232323,3.3385894151114575,0.11219878816914863,3.755875401435077,3.9141476658266905,3.7092028513292634,3.28441216950406,2.399237535285692,1.151977833405383,1.2971146134630316,0.9510469673867303,0.360305332856234,6.384273591839196,-0.2614768175558333,0.40444006318027625,-0.563110513494602,4.561415301374948,3.5402457767675615,-0.020653372864725572,2.624573389407068,5.400972184397032,5.728208086560844,6.4968603902868844,5.446419175149801,4.029832656640957,1.324524763680413,2.5664080367953845,0.4717555640720299,0.3475007912090954,2.3637381621262534
